customer_id,year_month,net_sales,avg_discount,category_count,loyalty,digital,sales_agent_id,active
C00150,2024-02-01,54.77,0.2401,1,1,1,A009,1
C00150,2024-03-01,0.0,0.0,0,0,0,,0
C00150,2024-04-01,0.0,0.0,0,0,0,,0
C00150,2024-05-01,641.18,0.2049,3,1,1,A009,1
C00150,2024-06-01,1183.11,0.20842,2,1,1,A009,1
C00150,2024-07-01,838.42,0.21565,3,1,1,A009,1
C00150,2024-08-01,283.11,0.2767,1,1,1,A009,1
C00154,2024-01-01,138.66,0.1371,1,0,0,A004,1
C00154,2024-02-01,0.0,0.0,0,0,0,,0
C00154,2024-03-01,377.71,0.1616,1,0,0,A004,1
C00154,2024-04-01,0.0,0.0,0,0,0,,0
C00154,2024-05-01,0.0,0.0,0,0,0,,0
C00154,2024-06-01,966.08,0.2249749999999999,2,0,0,A004,1
C00154,2024-07-01,1476.98,0.183975,1,0,0,A004,1
C00154,2024-08-01,1736.85,0.2273,3,0,0,A004,1
C00155,2024-01-01,0.0,0.0,0,0,0,,0
C00155,2024-02-01,370.94,0.2010999999999999,3,0,1,A015,1
C00155,2024-03-01,994.5,0.206525,3,0,1,A015,1
C00155,2024-04-01,412.69,0.2249,1,0,1,A015,1
C00155,2024-05-01,0.0,0.0,0,0,0,,0
C00155,2024-06-01,272.82,0.17475,1,0,1,A015,1
C00155,2024-07-01,0.0,0.0,0,0,0,,0
C00155,2024-08-01,0.0,0.0,0,0,0,,0
C00157,2024-01-01,484.37,0.1572,2,0,0,A009,1
C00157,2024-02-01,763.87,0.2387285714285714,3,0,0,A009,1
C00157,2024-03-01,0.0,0.0,0,0,0,,0
C00157,2024-04-01,884.47,0.212775,2,0,0,A009,1
C00157,2024-05-01,0.0,0.0,0,0,0,,0
C00157,2024-06-01,1106.23,0.17152,3,0,0,A009,1
C00157,2024-07-01,0.0,0.0,0,0,0,,0
C00157,2024-08-01,0.0,0.0,0,0,0,,0
C00160,2024-01-01,107.68,0.253,1,1,1,A004,1
C00160,2024-02-01,91.71,0.3052,1,1,1,A004,1
C00160,2024-03-01,844.63,0.1917666666666666,2,1,1,A004,1
C00160,2024-04-01,0.0,0.0,0,0,0,,0
C00160,2024-05-01,0.0,0.0,0,0,0,,0
C00160,2024-06-01,109.02,0.2429,1,1,1,A004,1
C00160,2024-07-01,192.79,0.2021,1,1,1,A004,1
C00160,2024-08-01,258.3,0.219,1,1,1,A004,1
C00163,2024-01-01,0.0,0.0,0,0,0,,0
C00163,2024-02-01,123.95,0.1402,1,1,1,A005,1
C00163,2024-03-01,0.0,0.0,0,0,0,,0
C00163,2024-04-01,1127.32,0.1730666666666666,2,1,1,A005,1
C00163,2024-05-01,0.0,0.0,0,0,0,,0
C00163,2024-06-01,289.22,0.1,1,1,1,A005,1
C00163,2024-07-01,0.0,0.0,0,0,0,,0
C00163,2024-08-01,808.74,0.1796666666666666,2,1,1,A005,1
C00167,2024-01-01,40.72,0.1517,1,0,1,A015,1
C00167,2024-02-01,909.3,0.2042833333333333,2,0,1,A015,1
C00167,2024-03-01,333.3,0.1952499999999999,1,0,1,A015,1
C00167,2024-04-01,1028.51,0.2093,2,0,1,A015,1
C00167,2024-05-01,0.0,0.0,0,0,0,,0
C00167,2024-06-01,129.48,0.2589,1,0,1,A015,1
C00167,2024-07-01,0.0,0.0,0,0,0,,0
C00167,2024-08-01,0.0,0.0,0,0,0,,0
C00170,2024-01-01,312.46000000000004,0.18855,1,0,0,A015,1
C00170,2024-02-01,894.85,0.2165,2,0,0,A015,1
C00170,2024-03-01,631.76,0.2479,2,0,0,A015,1
C00170,2024-04-01,119.37,0.25245,2,0,0,A015,1
C00170,2024-05-01,337.31,0.1484333333333333,2,0,0,A015,1
C00170,2024-06-01,0.0,0.0,0,0,0,,0
C00170,2024-07-01,411.64,0.1467333333333333,1,0,0,A015,1
C00170,2024-08-01,950.64,0.1891999999999999,2,0,0,A015,1
C00172,2024-01-01,343.66,0.1813,2,1,0,A005,1
C00172,2024-02-01,0.0,0.0,0,0,0,,0
C00172,2024-03-01,1017.16,0.2175799999999999,2,1,0,A005,1
C00172,2024-04-01,0.0,0.0,0,0,0,,0
C00172,2024-05-01,1235.6,0.2145,1,1,0,A005,1
C00172,2024-06-01,0.0,0.0,0,0,0,,0
C00172,2024-07-01,1502.94,0.1911333333333333,2,1,0,A005,1
C00172,2024-08-01,943.72,0.171925,3,1,0,A005,1
C00173,2024-01-01,0.0,0.0,0,0,0,,0
C00173,2024-02-01,1023.06,0.23475,3,0,1,A006,1
C00173,2024-03-01,859.75,0.180825,2,0,1,A006,1
C00173,2024-04-01,1676.24,0.2229428571428571,2,0,1,A006,1
C00173,2024-05-01,767.45,0.2394999999999999,2,0,1,A006,1
C00173,2024-06-01,0.0,0.0,0,0,0,,0
C00173,2024-07-01,1300.33,0.2272714285714285,2,0,1,A006,1
C00173,2024-08-01,1315.6,0.20345,2,0,1,A006,1
C00176,2024-01-01,347.08,0.21695,1,0,0,A011,1
C00176,2024-02-01,0.0,0.0,0,0,0,,0
C00176,2024-03-01,0.0,0.0,0,0,0,,0
C00176,2024-04-01,0.0,0.0,0,0,0,,0
C00176,2024-05-01,813.29,0.2303333333333333,3,0,0,A011,1
C00176,2024-06-01,550.04,0.21645,2,0,0,A011,1
C00176,2024-07-01,0.0,0.0,0,0,0,,0
C00176,2024-08-01,83.94,0.2946,1,0,0,A011,1
C00178,2024-01-01,1199.25,0.2201374999999999,3,1,1,A016,1
C00178,2024-02-01,554.91,0.2194499999999999,2,1,1,A016,1
C00178,2024-03-01,1155.79,0.19255,2,1,1,A016,1
C00178,2024-04-01,2566.96,0.2115888888888888,2,1,1,A016,1
C00178,2024-05-01,0.0,0.0,0,0,0,,0
C00178,2024-06-01,312.21,0.2127,1,1,1,A016,1
C00178,2024-07-01,528.28,0.2234,2,1,1,A016,1
C00178,2024-08-01,558.46,0.1774,2,1,1,A016,1
C00185,2024-01-01,113.95,0.2519,1,1,1,A004,1
C00185,2024-02-01,0.0,0.0,0,0,0,,0
C00185,2024-03-01,44.91,0.0917,1,1,1,A004,1
C00185,2024-04-01,1673.0,0.2101,2,1,1,A004,1
C00185,2024-05-01,620.21,0.2012,1,1,1,A004,1
C00185,2024-06-01,1205.39,0.1534,3,1,1,A004,1
C00185,2024-07-01,91.58,0.2304,1,1,1,A004,1
C00185,2024-08-01,0.0,0.0,0,0,0,,0
C00187,2024-01-01,153.71,0.1621,2,1,1,A014,1
C00187,2024-02-01,0.0,0.0,0,0,0,,0
C00187,2024-03-01,666.4300000000001,0.17945,1,1,1,A014,1
C00187,2024-04-01,347.63,0.1949,2,1,1,A014,1
C00187,2024-05-01,0.0,0.0,0,0,0,,0
C00187,2024-06-01,0.0,0.0,0,0,0,,0
C00187,2024-07-01,844.63,0.2153499999999999,3,1,1,A014,1
C00187,2024-08-01,0.0,0.0,0,0,0,,0
C00188,2024-01-01,546.44,0.2384666666666667,2,0,0,A006,1
C00188,2024-02-01,390.2,0.2460999999999999,2,0,0,A006,1
C00188,2024-03-01,1364.79,0.2048142857142857,2,0,0,A006,1
C00188,2024-04-01,1148.93,0.20928,2,0,0,A006,1
C00188,2024-05-01,608.1099999999999,0.19055,2,0,0,A006,1
C00188,2024-06-01,0.0,0.0,0,0,0,,0
C00188,2024-07-01,0.0,0.0,0,0,0,,0
C00188,2024-08-01,0.0,0.0,0,0,0,,0
C00189,2024-01-01,0.0,0.0,0,0,0,,0
C00189,2024-02-01,0.0,0.0,0,0,0,,0
C00189,2024-03-01,857.76,0.249525,3,0,1,A004,1
C00189,2024-04-01,1019.31,0.157225,2,0,1,A004,1
C00189,2024-05-01,291.96,0.14965,1,0,1,A004,1
C00189,2024-06-01,0.0,0.0,0,0,0,,0
C00189,2024-07-01,683.48,0.1801666666666666,2,0,1,A004,1
C00189,2024-08-01,0.0,0.0,0,0,0,,0
C00191,2024-01-01,0.0,0.0,0,0,0,,0
C00191,2024-02-01,747.98,0.2155249999999999,2,0,0,A004,1
C00191,2024-03-01,0.0,0.0,0,0,0,,0
C00191,2024-04-01,0.0,0.0,0,0,0,,0
C00191,2024-05-01,646.55,0.21015,2,0,0,A004,1
C00191,2024-06-01,316.93,0.1871499999999999,2,0,0,A004,1
C00191,2024-07-01,0.0,0.0,0,0,0,,0
C00191,2024-08-01,395.62,0.228675,2,0,0,A004,1
C00192,2024-01-01,1749.25,0.2032363636363636,3,1,0,A016,1
C00192,2024-02-01,929.29,0.16385,1,1,0,A016,1
C00192,2024-03-01,858.06,0.20994,2,1,0,A016,1
C00192,2024-04-01,526.57,0.1594666666666666,2,1,0,A016,1
C00192,2024-05-01,1020.69,0.190025,2,1,0,A016,1
C00192,2024-06-01,0.0,0.0,0,0,0,,0
C00192,2024-07-01,0.0,0.0,0,0,0,,0
C00192,2024-08-01,262.93,0.22355,1,1,0,A016,1
C00193,2024-01-01,735.72,0.2070499999999999,2,1,1,A017,1
C00193,2024-02-01,402.64,0.14425,1,1,1,A017,1
C00193,2024-03-01,0.0,0.0,0,0,0,,0
C00193,2024-04-01,518.79,0.2331,2,1,1,A017,1
C00193,2024-05-01,0.0,0.0,0,0,0,,0
C00193,2024-06-01,1187.9,0.1871,2,1,1,A017,1
C00193,2024-07-01,671.17,0.17795,2,1,1,A017,1
C00193,2024-08-01,1533.64,0.2143,3,1,1,A017,1
C00195,2024-01-01,1272.51,0.19835,2,0,0,A011,1
C00195,2024-02-01,1127.3,0.2049,2,0,0,A011,1
C00195,2024-03-01,247.79,0.2098,2,0,0,A011,1
C00195,2024-04-01,560.67,0.1596,2,0,0,A011,1
C00195,2024-05-01,0.0,0.0,0,0,0,,0
C00195,2024-06-01,506.16,0.17045,2,0,0,A011,1
C00195,2024-07-01,212.68,0.1805,1,0,0,A011,1
C00195,2024-08-01,442.66,0.21525,1,0,0,A011,1
C00196,2024-01-01,0.0,0.0,0,0,0,,0
C00196,2024-02-01,301.67,0.2057333333333333,2,0,0,A007,1
C00196,2024-03-01,0.0,0.0,0,0,0,,0
C00196,2024-04-01,514.47,0.1861,2,0,0,A007,1
C00196,2024-05-01,673.99,0.2126333333333333,2,0,0,A007,1
C00196,2024-06-01,0.0,0.0,0,0,0,,0
C00196,2024-07-01,0.0,0.0,0,0,0,,0
C00196,2024-08-01,1327.07,0.190625,2,0,0,A007,1
C00199,2024-01-01,147.33,0.23625,2,1,0,A007,1
C00199,2024-02-01,1420.39,0.1605,2,1,0,A007,1
C00199,2024-03-01,116.6,0.1903,1,1,0,A007,1
C00199,2024-04-01,198.9,0.1641,1,1,0,A007,1
C00199,2024-05-01,406.2000000000001,0.2195,1,1,0,A007,1
C00199,2024-06-01,574.8,0.1946999999999999,2,1,0,A007,1
C00199,2024-07-01,349.1,0.08825,1,1,0,A007,1
C00199,2024-08-01,0.0,0.0,0,0,0,,0
C00203,2024-01-01,305.12,0.1767,1,1,1,A018,1
C00203,2024-02-01,0.0,0.0,0,0,0,,0
C00203,2024-03-01,463.42,0.2279499999999999,2,1,1,A018,1
C00203,2024-04-01,798.16,0.1737,2,1,1,A018,1
C00203,2024-05-01,1093.76,0.1796,2,1,1,A018,1
C00203,2024-06-01,0.0,0.0,0,0,0,,0
C00203,2024-07-01,0.0,0.0,0,0,0,,0
C00203,2024-08-01,1168.27,0.187275,2,1,1,A018,1
C00205,2024-01-01,0.0,0.0,0,0,0,,0
C00205,2024-02-01,0.0,0.0,0,0,0,,0
C00205,2024-03-01,538.48,0.21332,2,0,1,A005,1
C00205,2024-04-01,342.63,0.1604,1,0,1,A005,1
C00205,2024-05-01,0.0,0.0,0,0,0,,0
C00205,2024-06-01,2594.45,0.2213363636363636,2,0,1,A005,1
C00205,2024-07-01,0.0,0.0,0,0,0,,0
C00205,2024-08-01,1216.33,0.2001833333333333,2,0,1,A005,1
C00206,2024-01-01,235.03,0.1611,1,1,1,A004,1
C00206,2024-02-01,1210.04,0.2519857142857143,3,1,1,A004,1
C00206,2024-03-01,477.67,0.2397,1,1,1,A004,1
C00206,2024-04-01,1725.48,0.204,3,1,1,A004,1
C00206,2024-05-01,0.0,0.0,0,0,0,,0
C00206,2024-06-01,0.0,0.0,0,0,0,,0
C00206,2024-07-01,331.89,0.17635,2,1,1,A004,1
C00206,2024-08-01,0.0,0.0,0,0,0,,0
C00212,2024-01-01,0.0,0.0,0,0,0,,0
C00212,2024-02-01,455.0,0.1929999999999999,3,1,1,A016,1
C00212,2024-03-01,0.0,0.0,0,0,0,,0
C00212,2024-04-01,651.69,0.1634499999999999,1,1,1,A016,1
C00212,2024-05-01,115.99,0.1945,1,1,1,A016,1
C00212,2024-06-01,1672.69,0.17167,2,1,1,A016,1
C00212,2024-07-01,0.0,0.0,0,0,0,,0
C00212,2024-08-01,1048.47,0.1736166666666666,3,1,1,A016,1
C00214,2024-01-01,203.92,0.2503,1,0,0,A017,1
C00214,2024-02-01,300.73,0.2385333333333333,2,0,0,A017,1
C00214,2024-03-01,161.29000000000002,0.16915,2,0,0,A017,1
C00214,2024-04-01,887.47,0.1972666666666666,2,0,0,A017,1
C00214,2024-05-01,742.34,0.190975,2,0,0,A017,1
C00214,2024-06-01,0.0,0.0,0,0,0,,0
C00214,2024-07-01,1443.81,0.1643125,2,0,0,A017,1
C00214,2024-08-01,1257.79,0.21544,3,0,0,A017,1
C00215,2024-01-01,296.59,0.1032,1,1,0,A018,1
C00215,2024-02-01,441.3,0.1716333333333333,1,1,0,A018,1
C00215,2024-03-01,924.46,0.15344,1,1,0,A018,1
C00215,2024-04-01,511.45,0.1891,1,1,0,A018,1
C00215,2024-05-01,265.57,0.1624,2,1,0,A018,1
C00215,2024-06-01,1732.63,0.1893,3,1,0,A018,1
C00215,2024-07-01,0.0,0.0,0,0,0,,0
C00215,2024-08-01,1108.82,0.1782,2,1,0,A018,1
C00217,2024-01-01,939.63,0.2347,2,1,0,A015,1
C00217,2024-02-01,374.94,0.1318,2,1,0,A015,1
C00217,2024-03-01,529.44,0.2332333333333333,2,1,0,A015,1
C00217,2024-04-01,0.0,0.0,0,0,0,,0
C00217,2024-05-01,0.0,0.0,0,0,0,,0
C00217,2024-06-01,1212.22,0.1355333333333333,2,1,0,A015,1
C00217,2024-07-01,0.0,0.0,0,0,0,,0
C00217,2024-08-01,0.0,0.0,0,0,0,,0
C00219,2024-01-01,2049.93,0.1903,3,1,1,A001,1
C00219,2024-02-01,1054.81,0.16736,2,1,1,A001,1
C00219,2024-03-01,684.23,0.1457166666666666,2,1,1,A001,1
C00219,2024-04-01,1083.62,0.22605,2,1,1,A001,1
C00219,2024-05-01,137.75,0.1224,1,1,1,A001,1
C00219,2024-06-01,1198.08,0.1547833333333333,2,1,1,A001,1
C00219,2024-07-01,83.92,0.198,1,1,1,A001,1
C00219,2024-08-01,1426.49,0.2162375,3,1,1,A001,1
C00220,2024-01-01,2106.18,0.1697818181818181,2,1,0,A009,1
C00220,2024-02-01,0.0,0.0,0,0,0,,0
C00220,2024-03-01,0.0,0.0,0,0,0,,0
C00220,2024-04-01,0.0,0.0,0,0,0,,0
C00220,2024-05-01,1627.12,0.2028928571428571,3,1,0,A009,1
C00220,2024-06-01,639.14,0.2297666666666666,2,1,0,A009,1
C00220,2024-07-01,526.6,0.232575,2,1,0,A009,1
C00220,2024-08-01,792.31,0.237325,2,1,0,A009,1
